mapping_id,tourist_place_id,business_id,business_type,distance_km,estimated_travel_time_minutes,relationship_type,priority
MAP000416,DEST00352,BUS000416,homestay,5.23,15,surrounding,5
MAP000417,DEST00353,BUS000417,hotel,0.48,5,very_near,5
MAP000418,DEST00353,BUS000418,restaurant,0.56,6,very_near,5
MAP000419,DEST00353,BUS000419,homestay,1.09,5,nearby,5
MAP000420,DEST00353,BUS000420,dhaba,1.19,5,nearby,5
MAP000421,DEST00353,BUS000421,hotel,2.08,8,nearby,5
MAP000422,DEST00353,BUS000422,cafe,2.96,11,nearby,5
MAP000423,DEST00353,BUS000423,guest_house,3.87,15,close,5
MAP000424,DEST00353,BUS000424,homestay,5.25,15,surrounding,5
MAP000425,DEST00354,BUS000425,hotel,0.48,5,very_near,5
MAP000426,DEST00354,BUS000426,restaurant,0.56,6,very_near,5
MAP000427,DEST00354,BUS000427,homestay,1.09,5,nearby,5
MAP000428,DEST00354,BUS000428,dhaba,1.19,5,nearby,5
MAP000429,DEST00354,BUS000429,hotel,2.07,8,nearby,5
MAP000430,DEST00354,BUS000430,cafe,2.95,11,nearby,5
MAP000431,DEST00354,BUS000431,guest_house,3.86,15,close,5
MAP000432,DEST00354,BUS000432,homestay,5.25,15,surrounding,5
MAP000433,DEST00355,BUS000433,hotel,0.48,5,very_near,5
MAP000434,DEST00355,BUS000434,restaurant,0.56,6,very_near,5
MAP000435,DEST00355,BUS000435,homestay,1.08,5,nearby,5
MAP000436,DEST00355,BUS000436,dhaba,1.19,5,nearby,5
MAP000437,DEST00355,BUS000437,hotel,2.07,8,nearby,5
MAP000438,DEST00355,BUS000438,cafe,2.95,11,nearby,5
MAP000439,DEST00355,BUS000439,guest_house,3.85,15,close,5
MAP000440,DEST00355,BUS000440,homestay,5.24,15,surrounding,5
MAP000441,DEST00356,BUS000441,hotel,0.48,5,very_near,5
MAP000442,DEST00356,BUS000442,restaurant,0.56,6,very_near,5
MAP000443,DEST00356,BUS000443,homestay,1.08,5,nearby,5
MAP000444,DEST00356,BUS000444,dhaba,1.19,5,nearby,5
MAP000445,DEST00356,BUS000445,hotel,2.07,8,nearby,5
MAP000446,DEST00356,BUS000446,cafe,2.94,11,nearby,5
MAP000447,DEST00356,BUS000447,guest_house,3.85,15,close,5
MAP000448,DEST00356,BUS000448,homestay,5.23,15,surrounding,5
MAP000449,DEST00357,BUS000449,hotel,0.48,5,very_near,5
MAP000450,DEST00357,BUS000450,restaurant,0.56,6,very_near,5
MAP000451,DEST00357,BUS000451,homestay,1.08,5,nearby,5
MAP000452,DEST00357,BUS000452,dhaba,1.19,5,nearby,5
MAP000453,DEST00357,BUS000453,hotel,2.07,8,nearby,5
MAP000454,DEST00357,BUS000454,cafe,2.95,11,nearby,5
MAP000455,DEST00357,BUS000455,guest_house,3.85,15,close,5
MAP000456,DEST00357,BUS000456,homestay,5.24,15,surrounding,5
MAP000457,DEST00358,BUS000457,hotel,0.48,5,very_near,5
MAP000458,DEST00358,BUS000458,restaurant,0.56,6,very_near,5
MAP000459,DEST00358,BUS000459,homestay,1.08,5,nearby,5
MAP000460,DEST00358,BUS000460,dhaba,1.19,5,nearby,5
MAP000461,DEST00358,BUS000461,hotel,2.07,8,nearby,5
MAP000462,DEST00358,BUS000462,cafe,2.95,11,nearby,5
MAP000463,DEST00358,BUS000463,guest_house,3.86,15,close,5
MAP000464,DEST00358,BUS000464,homestay,5.24,15,surrounding,5
MAP000465,DEST00359,BUS000465,hotel,0.48,5,very_near,5
MAP000466,DEST00359,BUS000466,restaurant,0.56,6,very_near,5
MAP000467,DEST00359,BUS000467,homestay,1.08,5,nearby,5
MAP000468,DEST00359,BUS000468,dhaba,1.19,5,nearby,5
MAP000469,DEST00359,BUS000469,hotel,2.07,8,nearby,5
MAP000470,DEST00359,BUS000470,cafe,2.95,11,nearby,5
MAP000471,DEST00359,BUS000471,guest_house,3.85,15,close,5
MAP000472,DEST00359,BUS000472,homestay,5.24,15,surrounding,5
MAP000473,DEST00360,BUS000473,hotel,0.48,5,very_near,5
MAP000474,DEST00360,BUS000474,restaurant,0.56,6,very_near,5
MAP000475,DEST00360,BUS000475,homestay,1.08,5,nearby,5
MAP000476,DEST00360,BUS000476,dhaba,1.19,5,nearby,5
MAP000477,DEST00360,BUS000477,hotel,2.07,8,nearby,5
MAP000478,DEST00360,BUS000478,cafe,2.95,11,nearby,5
MAP000479,DEST00360,BUS000479,guest_house,3.85,15,close,5
MAP000480,DEST00360,BUS000480,homestay,5.24,15,surrounding,5
MAP000481,DEST00361,BUS000481,hotel,0.48,5,very_near,5
MAP000482,DEST00361,BUS000482,restaurant,0.56,6,very_near,5
MAP000483,DEST00361,BUS000483,homestay,1.08,5,nearby,5
MAP000484,DEST00361,BUS000484,dhaba,1.19,5,nearby,5
MAP000485,DEST00361,BUS000485,hotel,2.07,8,nearby,5
MAP000486,DEST00361,BUS000486,cafe,2.95,11,nearby,5
MAP000487,DEST00361,BUS000487,guest_house,3.86,15,close,5
MAP000488,DEST00361,BUS000488,homestay,5.24,15,surrounding,5
MAP000489,DEST00362,BUS000489,hotel,0.48,5,very_near,5
MAP000490,DEST00362,BUS000490,restaurant,0.56,6,very_near,5
MAP000491,DEST00362,BUS000491,homestay,1.08,5,nearby,5
MAP000492,DEST00362,BUS000492,dhaba,1.19,5,nearby,5
MAP000493,DEST00362,BUS000493,hotel,2.07,8,nearby,5
MAP000494,DEST00362,BUS000494,cafe,2.95,11,nearby,5
MAP000495,DEST00362,BUS000495,guest_house,3.85,15,close,5
MAP000496,DEST00362,BUS000496,homestay,5.24,15,surrounding,5
MAP000497,DEST00363,BUS000497,hotel,0.48,5,very_near,5
MAP000498,DEST00363,BUS000498,restaurant,0.56,6,very_near,5
MAP000499,DEST00363,BUS000499,homestay,1.08,5,nearby,5
MAP000500,DEST00363,BUS000500,dhaba,1.19,5,nearby,5
MAP000501,DEST00363,BUS000501,hotel,2.07,8,nearby,5
MAP000502,DEST00363,BUS000502,cafe,2.95,11,nearby,5
MAP000503,DEST00363,BUS000503,guest_house,3.85,15,close,5
MAP000504,DEST00363,BUS000504,homestay,5.24,15,surrounding,5
MAP000505,DEST00364,BUS000505,hotel,0.48,5,very_near,5
MAP000506,DEST00364,BUS000506,restaurant,0.56,6,very_near,5
MAP000507,DEST00364,BUS000507,homestay,1.08,5,nearby,5
MAP000508,DEST00364,BUS000508,dhaba,1.19,5,nearby,5
MAP000509,DEST00364,BUS000509,hotel,2.07,8,nearby,5
MAP000510,DEST00364,BUS000510,cafe,2.95,11,nearby,5
MAP000511,DEST00364,BUS000511,guest_house,3.85,15,close,5
MAP000512,DEST00364,BUS000512,homestay,5.24,15,surrounding,5
MAP000513,DEST00365,BUS000513,hotel,0.48,5,very_near,5
MAP000514,DEST00365,BUS000514,restaurant,0.56,6,very_near,5
MAP000515,DEST00365,BUS000515,homestay,1.08,5,nearby,5
MAP000516,DEST00365,BUS000516,dhaba,1.19,5,nearby,5
MAP000517,DEST00365,BUS000517,hotel,2.07,8,nearby,5
MAP000518,DEST00365,BUS000518,cafe,2.95,11,nearby,5
MAP000519,DEST00365,BUS000519,guest_house,3.85,15,close,5
MAP000520,DEST00365,BUS000520,homestay,5.24,15,surrounding,5
MAP000521,DEST00366,BUS000521,hotel,0.48,5,very_near,5
MAP000522,DEST00366,BUS000522,restaurant,0.56,6,very_near,5
MAP000523,DEST00366,BUS000523,homestay,1.08,5,nearby,5
MAP000524,DEST00366,BUS000524,dhaba,1.19,5,nearby,5
MAP000525,DEST00366,BUS000525,hotel,2.07,8,nearby,5
MAP000526,DEST00366,BUS000526,cafe,2.95,11,nearby,5
MAP000527,DEST00366,BUS000527,guest_house,3.85,15,close,5
MAP000528,DEST00366,BUS000528,homestay,5.24,15,surrounding,5
MAP000529,DEST00367,BUS000529,hotel,0.48,5,very_near,5
MAP000530,DEST00367,BUS000530,restaurant,0.56,6,very_near,5
MAP000531,DEST00367,BUS000531,homestay,1.08,5,nearby,5
MAP000532,DEST00367,BUS000532,dhaba,1.18,5,nearby,5
MAP000533,DEST00367,BUS000533,hotel,2.07,8,nearby,5
MAP000534,DEST00367,BUS000534,cafe,2.94,11,nearby,5
MAP000535,DEST00367,BUS000535,guest_house,3.85,15,close,5
MAP000536,DEST00367,BUS000536,homestay,5.22,15,surrounding,5
MAP000537,DEST00368,BUS000537,hotel,0.48,5,very_near,5
MAP000538,DEST00368,BUS000538,restaurant,0.56,6,very_near,5
MAP000539,DEST00368,BUS000539,homestay,1.08,5,nearby,5
MAP000540,DEST00368,BUS000540,dhaba,1.18,5,nearby,5
MAP000541,DEST00368,BUS000541,hotel,2.07,8,nearby,5
MAP000542,DEST00368,BUS000542,cafe,2.94,11,nearby,5
MAP000543,DEST00368,BUS000543,guest_house,3.85,15,close,5
MAP000544,DEST00368,BUS000544,homestay,5.22,15,surrounding,5
MAP000545,DEST00369,BUS000545,hotel,0.48,5,very_near,5
MAP000546,DEST00369,BUS000546,restaurant,0.56,6,very_near,5
MAP000547,DEST00369,BUS000547,homestay,1.08,5,nearby,5
MAP000548,DEST00369,BUS000548,dhaba,1.19,5,nearby,5
MAP000549,DEST00369,BUS000549,hotel,2.07,8,nearby,5
MAP000550,DEST00369,BUS000550,cafe,2.95,11,nearby,5
MAP000551,DEST00369,BUS000551,guest_house,3.85,15,close,5
MAP000552,DEST00369,BUS000552,homestay,5.24,15,surrounding,5
MAP000553,DEST00370,BUS000553,hotel,0.48,5,very_near,5
MAP000554,DEST00370,BUS000554,restaurant,0.56,6,very_near,5
MAP000555,DEST00370,BUS000555,homestay,1.08,5,nearby,5
MAP000556,DEST00370,BUS000556,dhaba,1.19,5,nearby,5
MAP000557,DEST00370,BUS000557,hotel,2.07,8,nearby,5
MAP000558,DEST00370,BUS000558,cafe,2.95,11,nearby,5
MAP000559,DEST00370,BUS000559,guest_house,3.85,15,close,5
MAP000560,DEST00370,BUS000560,homestay,5.24,15,surrounding,5
MAP000561,DEST00371,BUS000561,hotel,0.48,5,very_near,5
MAP000562,DEST00371,BUS000562,restaurant,0.56,6,very_near,5
MAP000563,DEST00371,BUS000563,homestay,1.08,5,nearby,5
MAP000564,DEST00371,BUS000564,dhaba,1.18,5,nearby,5
MAP000565,DEST00371,BUS000565,hotel,2.07,8,nearby,5
MAP000566,DEST00371,BUS000566,cafe,2.94,11,nearby,5
MAP000567,DEST00371,BUS000567,guest_house,3.85,15,close,5
MAP000568,DEST00371,BUS000568,homestay,5.22,15,surrounding,5
MAP000569,DEST00372,BUS000569,hotel,0.48,5,very_near,5
MAP000570,DEST00372,BUS000570,restaurant,0.56,6,very_near,5
MAP000571,DEST00372,BUS000571,homestay,1.08,5,nearby,5
MAP000572,DEST00372,BUS000572,dhaba,1.18,5,nearby,5
MAP000573,DEST00372,BUS000573,hotel,2.07,8,nearby,5
MAP000574,DEST00372,BUS000574,cafe,2.94,11,nearby,5
MAP000575,DEST00372,BUS000575,guest_house,3.85,15,close,5
MAP000576,DEST00372,BUS000576,homestay,5.22,15,surrounding,5
MAP000577,DEST00373,BUS000577,hotel,0.48,5,very_near,5
MAP000578,DEST00373,BUS000578,restaurant,0.56,6,very_near,5
MAP000579,DEST00373,BUS000579,homestay,1.08,5,nearby,5
MAP000580,DEST00373,BUS000580,dhaba,1.19,5,nearby,5
MAP000581,DEST00373,BUS000581,hotel,2.07,8,nearby,5
MAP000582,DEST00373,BUS000582,cafe,2.94,11,nearby,5
MAP000583,DEST00373,BUS000583,guest_house,3.85,15,close,5
MAP000584,DEST00373,BUS000584,homestay,5.23,15,surrounding,5
MAP000585,DEST00374,BUS000585,hotel,0.48,5,very_near,5
MAP000586,DEST00374,BUS000586,restaurant,0.56,6,very_near,5
MAP000587,DEST00374,BUS000587,homestay,1.08,5,nearby,5
MAP000588,DEST00374,BUS000588,dhaba,1.18,5,nearby,5
MAP000589,DEST00374,BUS000589,hotel,2.06,8,nearby,5
MAP000590,DEST00374,BUS000590,cafe,2.93,11,nearby,5
MAP000591,DEST00374,BUS000591,guest_house,3.84,15,close,5
MAP000592,DEST00374,BUS000592,homestay,5.21,15,surrounding,5
MAP000593,DEST00375,BUS000593,hotel,0.48,5,very_near,5
MAP000594,DEST00375,BUS000594,restaurant,0.56,6,very_near,5
MAP000595,DEST00375,BUS000595,homestay,1.08,5,nearby,5
MAP000596,DEST00375,BUS000596,dhaba,1.18,5,nearby,5
MAP000597,DEST00375,BUS000597,hotel,2.06,8,nearby,5
MAP000598,DEST00375,BUS000598,cafe,2.93,11,nearby,5
MAP000599,DEST00375,BUS000599,guest_house,3.84,15,close,5
MAP000600,DEST00375,BUS000600,homestay,5.22,15,surrounding,5
MAP000601,DEST00967,BUS000601,hotel,0.48,5,very_near,5
MAP000602,DEST00967,BUS000602,restaurant,0.56,6,very_near,5
MAP000603,DEST00967,BUS000603,homestay,1.08,5,nearby,5
MAP000604,DEST00967,BUS000604,dhaba,1.19,5,nearby,5
MAP000605,DEST00967,BUS000605,hotel,2.07,8,nearby,5
MAP000606,DEST00967,BUS000606,cafe,2.95,11,nearby,5
MAP000607,DEST00967,BUS000607,guest_house,3.86,15,close,5
MAP000608,DEST00967,BUS000608,homestay,5.24,15,surrounding,5
MAP000609,DEST00968,BUS000609,hotel,0.48,5,very_near,5
MAP000610,DEST00968,BUS000610,restaurant,0.56,6,very_near,5
MAP000611,DEST00968,BUS000611,homestay,1.08,5,nearby,5
MAP000612,DEST00968,BUS000612,dhaba,1.19,5,nearby,5
MAP000613,DEST00968,BUS000613,hotel,2.07,8,nearby,5
MAP000614,DEST00968,BUS000614,cafe,2.95,11,nearby,5
MAP000615,DEST00968,BUS000615,guest_house,3.86,15,close,5
MAP000616,DEST00968,BUS000616,homestay,5.24,15,surrounding,5
MAP000617,DEST00969,BUS000617,hotel,0.48,5,very_near,5
MAP000618,DEST00969,BUS000618,restaurant,0.56,6,very_near,5
MAP000619,DEST00969,BUS000619,homestay,1.08,5,nearby,5
MAP000620,DEST00969,BUS000620,dhaba,1.19,5,nearby,5
MAP000621,DEST00969,BUS000621,hotel,2.07,8,nearby,5
MAP000622,DEST00969,BUS000622,cafe,2.95,11,nearby,5
MAP000623,DEST00969,BUS000623,guest_house,3.86,15,close,5
MAP000624,DEST00969,BUS000624,homestay,5.24,15,surrounding,5
MAP000625,DEST00970,BUS000625,hotel,0.48,5,very_near,5
MAP000626,DEST00970,BUS000626,restaurant,0.56,6,very_near,5
MAP000627,DEST00970,BUS000627,homestay,1.08,5,nearby,5
MAP000628,DEST00970,BUS000628,dhaba,1.19,5,nearby,5
MAP000629,DEST00970,BUS000629,hotel,2.07,8,nearby,5
MAP000630,DEST00970,BUS000630,cafe,2.95,11,nearby,5
MAP000631,DEST00970,BUS000631,guest_house,3.86,15,close,5
MAP000632,DEST00970,BUS000632,homestay,5.24,15,surrounding,5
MAP000633,DEST00971,BUS000633,hotel,0.48,5,very_near,5
MAP000634,DEST00971,BUS000634,restaurant,0.56,6,very_near,5
MAP000635,DEST00971,BUS000635,homestay,1.08,5,nearby,5
MAP000636,DEST00971,BUS000636,dhaba,1.19,5,nearby,5
MAP000637,DEST00971,BUS000637,hotel,2.07,8,nearby,5
MAP000638,DEST00971,BUS000638,cafe,2.95,11,nearby,5
MAP000639,DEST00971,BUS000639,guest_house,3.86,15,close,5
MAP000640,DEST00971,BUS000640,homestay,5.24,15,surrounding,5
MAP000641,DEST00972,BUS000641,hotel,0.48,5,very_near,5
MAP000642,DEST00972,BUS000642,restaurant,0.56,6,very_near,5
MAP000643,DEST00972,BUS000643,homestay,1.08,5,nearby,5
MAP000644,DEST00972,BUS000644,dhaba,1.19,5,nearby,5
MAP000645,DEST00972,BUS000645,hotel,2.07,8,nearby,5
MAP000646,DEST00972,BUS000646,cafe,2.95,11,nearby,5
MAP000647,DEST00972,BUS000647,guest_house,3.86,15,close,5
MAP000648,DEST00972,BUS000648,homestay,5.24,15,surrounding,5
MAP000649,DEST00973,BUS000649,hotel,0.48,5,very_near,5
MAP000650,DEST00973,BUS000650,restaurant,0.56,6,very_near,5
MAP000651,DEST00973,BUS000651,homestay,1.08,5,nearby,5
MAP000652,DEST00973,BUS000652,dhaba,1.19,5,nearby,5
MAP000653,DEST00973,BUS000653,hotel,2.07,8,nearby,5
MAP000654,DEST00973,BUS000654,cafe,2.95,11,nearby,5
MAP000655,DEST00973,BUS000655,guest_house,3.86,15,close,5
MAP000656,DEST00973,BUS000656,homestay,5.24,15,surrounding,5
MAP000657,DEST00974,BUS000657,hotel,0.48,5,very_near,5
MAP000658,DEST00974,BUS000658,restaurant,0.56,6,very_near,5
MAP000659,DEST00974,BUS000659,homestay,1.08,5,nearby,5
MAP000660,DEST00974,BUS000660,dhaba,1.19,5,nearby,5
MAP000661,DEST00974,BUS000661,hotel,2.07,8,nearby,5
MAP000662,DEST00974,BUS000662,cafe,2.95,11,nearby,5
MAP000663,DEST00974,BUS000663,guest_house,3.86,15,close,5
MAP000664,DEST00974,BUS000664,homestay,5.24,15,surrounding,5
MAP000665,DEST00975,BUS000665,hotel,0.48,5,very_near,5
MAP000666,DEST00975,BUS000666,restaurant,0.56,6,very_near,5
MAP000667,DEST00975,BUS000667,homestay,1.08,5,nearby,5
MAP000668,DEST00975,BUS000668,dhaba,1.19,5,nearby,5
MAP000669,DEST00975,BUS000669,hotel,2.07,8,nearby,5
MAP000670,DEST00975,BUS000670,cafe,2.95,11,nearby,5
MAP000671,DEST00975,BUS000671,guest_house,3.86,15,close,5
MAP000672,DEST00975,BUS000672,homestay,5.24,15,surrounding,5
MAP000673,DEST00976,BUS000673,hotel,0.48,5,very_near,5
MAP000674,DEST00976,BUS000674,restaurant,0.56,6,very_near,5
MAP000675,DEST00976,BUS000675,homestay,1.09,5,nearby,5
MAP000676,DEST00976,BUS000676,dhaba,1.19,5,nearby,5
MAP000677,DEST00976,BUS000677,hotel,2.08,8,nearby,5
MAP000678,DEST00976,BUS000678,cafe,2.96,11,nearby,5
MAP000679,DEST00976,BUS000679,guest_house,3.87,15,close,5
MAP000680,DEST00976,BUS000680,homestay,5.26,15,surrounding,5
MAP000681,DEST00977,BUS000681,hotel,0.48,5,very_near,5
MAP000682,DEST00977,BUS000682,restaurant,0.56,6,very_near,5
MAP000683,DEST00977,BUS000683,homestay,1.09,5,nearby,5
MAP000684,DEST00977,BUS000684,dhaba,1.19,5,nearby,5
MAP000685,DEST00977,BUS000685,hotel,2.08,8,nearby,5
MAP000686,DEST00977,BUS000686,cafe,2.96,11,nearby,5
MAP000687,DEST00977,BUS000687,guest_house,3.87,15,close,5
MAP000688,DEST00977,BUS000688,homestay,5.26,15,surrounding,5
MAP000689,DEST00978,BUS000689,hotel,0.48,5,very_near,5
MAP000690,DEST00978,BUS000690,restaurant,0.56,6,very_near,5
MAP000691,DEST00978,BUS000691,homestay,1.09,5,nearby,5
MAP000692,DEST00978,BUS000692,dhaba,1.19,5,nearby,5
MAP000693,DEST00978,BUS000693,hotel,2.08,8,nearby,5
MAP000694,DEST00978,BUS000694,cafe,2.96,11,nearby,5
MAP000695,DEST00978,BUS000695,guest_house,3.87,15,close,5
MAP000696,DEST00978,BUS000696,homestay,5.26,15,surrounding,5
MAP000697,DEST00979,BUS000697,hotel,0.48,5,very_near,5
MAP000698,DEST00979,BUS000698,restaurant,0.56,6,very_near,5
MAP000699,DEST00979,BUS000699,homestay,1.09,5,nearby,5
MAP000700,DEST00979,BUS000700,dhaba,1.19,5,nearby,5
MAP000701,DEST00979,BUS000701,hotel,2.08,8,nearby,5
MAP000702,DEST00979,BUS000702,cafe,2.96,11,nearby,5
MAP000703,DEST00979,BUS000703,guest_house,3.87,15,close,5
MAP000704,DEST00979,BUS000704,homestay,5.26,15,surrounding,5
MAP000705,DEST00980,BUS000705,hotel,0.48,5,very_near,5
MAP000706,DEST00980,BUS000706,restaurant,0.56,6,very_near,5
MAP000707,DEST00980,BUS000707,homestay,1.09,5,nearby,5
MAP000708,DEST00980,BUS000708,dhaba,1.19,5,nearby,5
MAP000709,DEST00980,BUS000709,hotel,2.08,8,nearby,5
MAP000710,DEST00980,BUS000710,cafe,2.96,11,nearby,5
MAP000711,DEST00980,BUS000711,guest_house,3.87,15,close,5
MAP000712,DEST00980,BUS000712,homestay,5.26,15,surrounding,5
MAP000713,DEST00981,BUS000713,hotel,0.48,5,very_near,5
MAP000714,DEST00981,BUS000714,restaurant,0.56,6,very_near,5
MAP000715,DEST00981,BUS000715,homestay,1.09,5,nearby,5
MAP000716,DEST00981,BUS000716,dhaba,1.19,5,nearby,5
MAP000717,DEST00981,BUS000717,hotel,2.08,8,nearby,5
MAP000718,DEST00981,BUS000718,cafe,2.96,11,nearby,5
MAP000719,DEST00981,BUS000719,guest_house,3.87,15,close,5
MAP000720,DEST00981,BUS000720,homestay,5.26,15,surrounding,5
MAP000721,DEST00982,BUS000721,hotel,0.48,5,very_near,5
MAP000722,DEST00982,BUS000722,restaurant,0.56,6,very_near,5
MAP000723,DEST00982,BUS000723,homestay,1.09,5,nearby,5
MAP000724,DEST00982,BUS000724,dhaba,1.19,5,nearby,5
MAP000725,DEST00982,BUS000725,hotel,2.08,8,nearby,5
MAP000726,DEST00982,BUS000726,cafe,2.96,11,nearby,5
MAP000727,DEST00982,BUS000727,guest_house,3.87,15,close,5
MAP000728,DEST00982,BUS000728,homestay,5.26,15,surrounding,5
MAP000729,DEST00983,BUS000729,hotel,0.48,5,very_near,5
MAP000730,DEST00983,BUS000730,restaurant,0.56,6,very_near,5
MAP000731,DEST00983,BUS000731,homestay,1.09,5,nearby,5
MAP000732,DEST00983,BUS000732,dhaba,1.19,5,nearby,5
MAP000733,DEST00983,BUS000733,hotel,2.08,8,nearby,5
MAP000734,DEST00983,BUS000734,cafe,2.96,11,nearby,5
MAP000735,DEST00983,BUS000735,guest_house,3.87,15,close,5
MAP000736,DEST00983,BUS000736,homestay,5.26,15,surrounding,5
MAP000737,DEST00984,BUS000737,hotel,0.48,5,very_near,5
MAP000738,DEST00984,BUS000738,restaurant,0.56,6,very_near,5
MAP000739,DEST00984,BUS000739,homestay,1.09,5,nearby,5
MAP000740,DEST00984,BUS000740,dhaba,1.19,5,nearby,5
MAP000741,DEST00984,BUS000741,hotel,2.08,8,nearby,5
MAP000742,DEST00984,BUS000742,cafe,2.96,11,nearby,5
MAP000743,DEST00984,BUS000743,guest_house,3.87,15,close,5
MAP000744,DEST00984,BUS000744,homestay,5.26,15,surrounding,5
MAP000745,DEST00985,BUS000745,hotel,0.48,5,very_near,5
MAP000746,DEST00985,BUS000746,restaurant,0.56,6,very_near,5
MAP000747,DEST00985,BUS000747,homestay,1.09,5,nearby,5
MAP000748,DEST00985,BUS000748,dhaba,1.19,5,nearby,5
MAP000749,DEST00985,BUS000749,hotel,2.08,8,nearby,5
MAP000750,DEST00985,BUS000750,cafe,2.96,11,nearby,5
MAP000751,DEST00985,BUS000751,guest_house,3.87,15,close,5
MAP000752,DEST00985,BUS000752,homestay,5.26,15,surrounding,5
MAP000753,DEST00986,BUS000753,hotel,0.48,5,very_near,5
MAP000754,DEST00986,BUS000754,restaurant,0.56,6,very_near,5
MAP000755,DEST00986,BUS000755,homestay,1.09,5,nearby,5
MAP000756,DEST00986,BUS000756,dhaba,1.19,5,nearby,5
MAP000757,DEST00986,BUS000757,hotel,2.08,8,nearby,5
MAP000758,DEST00986,BUS000758,cafe,2.96,11,nearby,5
MAP000759,DEST00986,BUS000759,guest_house,3.87,15,close,5
MAP000760,DEST00986,BUS000760,homestay,5.26,15,surrounding,5
MAP000761,DEST00987,BUS000761,hotel,0.48,5,very_near,5
MAP000762,DEST00987,BUS000762,restaurant,0.56,6,very_near,5
MAP000763,DEST00987,BUS000763,homestay,1.09,5,nearby,5
MAP000764,DEST00987,BUS000764,dhaba,1.19,5,nearby,5
MAP000765,DEST00987,BUS000765,hotel,2.08,8,nearby,5
MAP000766,DEST00987,BUS000766,cafe,2.96,11,nearby,5
MAP000767,DEST00987,BUS000767,guest_house,3.87,15,close,5
MAP000768,DEST00987,BUS000768,homestay,5.26,15,surrounding,5
MAP000769,DEST00988,BUS000769,hotel,0.48,5,very_near,5
MAP000770,DEST00988,BUS000770,restaurant,0.56,6,very_near,5
MAP000771,DEST00988,BUS000771,homestay,1.09,5,nearby,5
MAP000772,DEST00988,BUS000772,dhaba,1.19,5,nearby,5
MAP000773,DEST00988,BUS000773,hotel,2.08,8,nearby,5
MAP000774,DEST00988,BUS000774,cafe,2.96,11,nearby,5
MAP000775,DEST00988,BUS000775,guest_house,3.87,15,close,5
MAP000776,DEST00988,BUS000776,homestay,5.26,15,surrounding,5
MAP000777,DEST00989,BUS000777,hotel,0.48,5,very_near,5
MAP000778,DEST00989,BUS000778,restaurant,0.56,6,very_near,5
MAP000779,DEST00989,BUS000779,homestay,1.09,5,nearby,5
MAP000780,DEST00989,BUS000780,dhaba,1.19,5,nearby,5
MAP000781,DEST00989,BUS000781,hotel,2.08,8,nearby,5
MAP000782,DEST00989,BUS000782,cafe,2.96,11,nearby,5
MAP000783,DEST00989,BUS000783,guest_house,3.87,15,close,5
MAP000784,DEST00989,BUS000784,homestay,5.26,15,surrounding,5
MAP000785,DEST00990,BUS000785,hotel,0.48,5,very_near,5
MAP000786,DEST00990,BUS000786,restaurant,0.56,6,very_near,5
MAP000787,DEST00990,BUS000787,homestay,1.09,5,nearby,5
MAP000788,DEST00990,BUS000788,dhaba,1.19,5,nearby,5
MAP000789,DEST00990,BUS000789,hotel,2.07,8,nearby,5
MAP000790,DEST00990,BUS000790,cafe,2.95,11,nearby,5
MAP000791,DEST00990,BUS000791,guest_house,3.86,15,close,5
MAP000792,DEST00990,BUS000792,homestay,5.25,15,surrounding,5
MAP000793,DEST00991,BUS000793,hotel,0.48,5,very_near,5
MAP000794,DEST00991,BUS000794,restaurant,0.56,6,very_near,5
MAP000795,DEST00991,BUS000795,homestay,1.09,5,nearby,5
MAP000796,DEST00991,BUS000796,dhaba,1.19,5,nearby,5
MAP000797,DEST00991,BUS000797,hotel,2.08,8,nearby,5
MAP000798,DEST00991,BUS000798,cafe,2.95,11,nearby,5
MAP000799,DEST00991,BUS000799,guest_house,3.86,15,close,5
MAP000800,DEST00991,BUS000800,homestay,5.25,15,surrounding,5
MAP000801,DEST01582,BUS000801,hotel,0.49,5,very_near,5
MAP000802,DEST01582,BUS000802,restaurant,0.57,6,very_near,5
MAP000803,DEST01582,BUS000803,homestay,1.1,5,nearby,5
MAP000804,DEST01582,BUS000804,dhaba,1.21,5,nearby,5
MAP000805,DEST01582,BUS000805,hotel,2.11,8,nearby,5
MAP000806,DEST01582,BUS000806,cafe,3.01,12,close,5
MAP000807,DEST01582,BUS000807,guest_house,3.92,15,close,5
MAP000808,DEST01582,BUS000808,homestay,5.34,15,surrounding,5
MAP000809,DEST01583,BUS000809,hotel,0.49,5,very_near,5
MAP000810,DEST01583,BUS000810,restaurant,0.57,6,very_near,5
MAP000811,DEST01583,BUS000811,homestay,1.1,5,nearby,5
MAP000812,DEST01583,BUS000812,dhaba,1.2,5,nearby,5
MAP000813,DEST01583,BUS000813,hotel,2.1,8,nearby,5
MAP000814,DEST01583,BUS000814,cafe,2.99,11,nearby,5
MAP000815,DEST01583,BUS000815,guest_house,3.9,15,close,5
MAP000816,DEST01583,BUS000816,homestay,5.31,15,surrounding,5
