tourist_place_id,tourist_place_name,destination_type,description,city,district,state,country,latitude,longitude,best_time_to_visit,average_visit_duration,estimated_budget,crowd_level,popularity,heritage,nature,adventure,culture,spiritual,family_friendly,accessibility,sustainability,safety_status,nearby_transport,official_website,source_url,source_name,verification_status
DEST00039,Beach View Point,Attraction,"Beach View Point is a renowned nature landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultur",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.662888,83.283859,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00040,Dr Y S Rajasekhar Reddy Central park,Attraction,"Dr Y S Rajasekhar Reddy Central park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an int",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.7071,83.2106,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00041,Gokul Park,Attraction,"Gokul Park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultural",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.68995,83.24055,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00042,Hawa Mahal,Attraction,"Hawa Mahal is a renowned cultural landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultural l",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.707387,83.311828,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00043,Kailasgiri Park,Attraction,"Kailasgiri Park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cul",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.749887,83.340203,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00044,Lawsons Bay Beach Park,Attraction,"Lawsons Bay Beach Park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in ",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.6791,83.2146,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00045,Lumbini Park,Attraction,"Lumbini Park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultur",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.741263,83.344141,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00046,Ross Hill Church,Attraction,"Ross Hill Church is a renowned religious landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cul",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.690438,83.287109,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00047,Sivaji Park,Attraction,"Sivaji Park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultura",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.6741,83.2296,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00048,Sri Varahalakshmi Narasimha Swamy Vari Devasthanam,Attraction,"Sri Varahalakshmi Narasimha Swamy Vari Devasthanam is a renowned religious landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.766362,83.250547,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00049,Tenneti Park,Attraction,"Tenneti Park is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultur",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.748438,83.349547,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00050,Tenneti Sea View Point,Attraction,"Tenneti Sea View Point is a renowned nature landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the ",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.748513,83.349953,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00051,Thotlakonda,Attraction,"Thotlakonda is a renowned cultural landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultural ",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.828512,83.409172,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00052,Visakha Museum,Attraction,"Visakha Museum is a renowned cultural landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultur",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.66595,83.22255,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00053,VMRDA PARK,Attraction,"VMRDA PARK is a renowned recreation landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cultural",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.6958,83.2315,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00054,VMRDA-Kailasagiri,Attraction,"VMRDA-Kailasagiri is a renowned religious landmark situated in Visakhapatnam, Visakhapatnam district of Andhra Pradesh. The destination attracts visitors seeking authentic regional heritage, architectural grandeur, and picturesque surroundings. It plays an integral role in the cu",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.748938,83.342141,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00055,Borra Caves Araku Valley,Attraction,"Discovered in 1807 by William King of the GSI, situated at 2,300 to 2,600 feet in the Ananthagiri hills of Araku Valley, one of India's largest and deepest limestone karst caves, descending 80 meters with million-year-old stalactites and stalagmites.",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,18.280556,83.038889,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00056,Lambasingi,Attraction,"Lambasingi, nestled in the Western Ghats, is a quaint hill station in the Vizag district of Andhra Pradesh. Known as the 'Kashmir of Andhra Pradesh' due to its misty weather, Lambasingi offers a unique trekking experience amidst rolling hills, lush coffee plantations, and picture",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.81818,82.49272,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00057,Maredumilli,Attraction,"Tucked away in the Eastern Ghats, Maredumilli is a lesser-known gem in Andhra Pradesh that beckons adventure-seekers and nature lovers alike. This picturesque trekking destination is home to lush forests, rolling hills, and an array of wildlife. With its moderate climate and stun",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.5989,81.7121,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00058,Papikondalu Hills & Godavari River Cruise,Attraction,"A magnificent scenic gorge where the sacred Godavari River narrows to just a few hundred meters as it carves through towering green hills of the Eastern Ghats, famous for full-day passenger cruise boat journeys from Rajahmundry/Polavaram.",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,17.55,81.52,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00059,Horsley Hills,Attraction,"Horsley Hills is a picturesque hill station nestled in the eastern part of Andhra Pradesh, approximately 260 kilometers from the state capital, Amaravati. This enchanting destination offers a unique blend of natural beauty, tranquility, and excitement, making it an ideal getaway ",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,13.65087,78.39653,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST00060,Coringa Wildlife Sanctuary,Attraction,"Located on the scenic banks of the Godavari River, Coringa Wildlife Sanctuary in Andhra Pradesh is an idyllic retreat for nature enthusiasts. Spanning over 235 square kilometers, this majestic protected area is home to an incredible array of wildlife, including the majestic spott",Andhra Pradesh,Andhra Pradesh,Andhra Pradesh,India,16.83139,82.33667,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
