"attraction_id","attraction_name","city_name","state_name","district_name","attraction_type","category","tourism_type","significance","unesco_status","asi_status","protected_area_status","ramsar_status","source_name","source_url","evidence_notes"
"ATT000087","Shyama Kali Temple","Darbhanga","Bihar","Darbhanga","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Darbhanga District Administration","https://darbhanga.nic.in/","Revered 1933 temple complex built on the royal pyre of Maharaja Rameshwar Singh within the Raj campus."
"ATT000088","Indrapuri Barrage","Dehri","Bihar","Rohtas","Heritage","Dam","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Rohtas District Administration","https://rohtas.nic.in/","1,407-metre barrage across the Sone River, one of the longest river barrages in the world, headworks for the Sone canal system."
"ATT000089","Danapur Cantonment & St. Luke's Church","Dinapur Nizamat","Bihar","Patna","Heritage","Monument","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Patna District Administration","https://patna.nic.in/","One of India's oldest military cantonments established in 1765 by the British East India Company with colonial garrison churches."
"ATT000090","Barabar Caves","Gaya","Bihar","Gaya","Heritage","Caves","Heritage Tourism","Archaeological","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Oldest surviving rock-cut cave monuments in India, carved in granite during Emperor Ashoka's reign (3rd century BCE) for Ajivika ascetics."
"ATT000091","Vishnupad Temple","Gaya","Bihar","Gaya","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","1787 octagonal black basalt temple on Phalgu River enshrining the 40-cm footprint of Lord Vishnu, central to Pinda Daan rites."
"ATT000092","Konhara Ghat","Hajipur","Bihar","Vaishali","Cultural","Monument","Cultural Tourism","Spiritual","None","Not ASI Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","Confluence point of the Gandak and Ganga rivers, legendary site of the mythical Gajendra Moksha battle between elephant and crocodile."
"ATT000093","Ramchaura Mandir","Hajipur","Bihar","Vaishali","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Vaishali District Administration","https://vaishali.nic.in/","Sacred temple housing stone footprints of Lord Rama who visited Hajipur en route to Janakpur."
"ATT000094","Jamalpur Locomotive Heritage Workshop Museum","Jamalpur","Bihar","Munger","Heritage","Museum","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Eastern Railway","https://er.indianrailways.gov.in/","First full-fledged railway locomotive workshop in India established in 1862, preserving vintage steam engines and machinery."
"ATT000095","Goga Bil Lake & Bird Sanctuary","Katihar","Bihar","Katihar","Natural","Bird Sanctuary","Eco Tourism","Ecological","None","Not ASI Protected","Conservation Reserve","Not Ramsar","Katihar District Administration","https://katihar.nic.in/","217-acre oxbow lake formed by the Mahananda and Ganga rivers, Bihar's first declared Community Reserve wetland."
"ATT000096","Nagar Fort (Rajnagar Palace Complex)","Madhubani","Bihar","Madhubani","Heritage","Palace","Heritage Tourism","Architectural","None","State Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","Ruins of the magnificent white marble palace and temples constructed by Maharaja Rameshwar Singh of Darbhanga."
"ATT000097","Saurath Sabha Gachhi","Madhubani","Bihar","Madhubani","Cultural","Monument","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Madhubani District Administration","https://madhubani.nic.in/","Historical mango grove venue of the 700-year-old annual matrimonial assembly of Maithil Brahmins."
"ATT000098","Gandhi Smarak Sangrahalaya (Motihari)","Motihari","Bihar","Purbi Champaran","Cultural","Museum","Cultural Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","Memorial museum commemorating Mahatma Gandhi's first civil disobedience movement, the historic 1917 Champaran Satyagraha."
"ATT000099","Kesariya Buddha Stupa","Motihari","Bihar","Purbi Champaran","Heritage","Archaeological Site","Heritage Tourism","Archaeological","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Tallest Buddhist stupa in the world standing 104 feet high with a circumference of 1,400 feet, excavated by ASI in 1998."
"ATT000100","Bihar School of Yoga (Ganga Darshan)","Munger","Bihar","Munger","Cultural","Monument","Cultural Tourism","Spiritual","None","Not ASI Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","World-renowned yoga ashram and university founded in 1964 by Swami Satyananda Saraswati overlooking the Ganga."
"ATT000101","Munger Fort","Munger","Bihar","Munger","Heritage","Fort","Heritage Tourism","Historical","None","State Protected","None","Not Ramsar","Munger District Administration","https://munger.nic.in/","14th-century fortress on a rocky promontory overlooking River Ganga, seat of Nawab Mir Qasim featuring ancient ramparts."
"ATT000102","Baba Garibnath Dham","Muzaffarpur","Bihar","Muzaffarpur","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Muzaffarpur District Administration","https://muzaffarpur.nic.in/","Ancient Shiva temple known as the 'Deoghar of North Bihar', central pilgrimage site during the month of Shravana."
"ATT000103","Bihar Museum","Patna","Bihar","Patna","Cultural","Museum","Cultural Tourism","Archaeological","None","Not ASI Protected","None","Not Ramsar","Bihar Museum Society","https://biharmuseum.org/","World-class history museum housing ancient Indian masterpieces including the 3rd-century BCE Didarganj Yakshi statue."
"ATT000104","Golghar","Patna","Bihar","Patna","Heritage","Monument","Heritage Tourism","Historical","None","State Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","1786 beehive-shaped granary designed by Captain John Garstin with 145 spiral steps offering panoramic views of Patna."
"ATT000105","Kumhrar Archaeological Park","Patna","Bihar","Patna","Heritage","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient archaeological site of Pataliputra preserving remnants of the 80-pillared Mauryan palace assembly hall."
"ATT000106","Takht Sri Patna Sahib","Patna","Bihar","Patna","Religious","Temple","Religious Tourism","Spiritual","None","Not ASI Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","One of the five sacred Takhts of Sikhism, marking the birthplace of Guru Gobind Singh Ji in 1666 CE."
"ATT000107","Puran Devi Temple","Purnia","Bihar","Purnia","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Purnia District Administration","https://purnea.nic.in/","Ancient temple dedicated to Mata Puran Devi, patron deity whose name gave origin to the city of Purnia."
"ATT000108","Imperial Agricultural Research Institute Heritage Campus","Pusa","Bihar","Samastipur","Heritage","Monument","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Dr. Rajendra Prasad Central Agricultural University","https://www.rpcau.ac.in/","Historic 1905 collegiate agricultural institute founded by Lord Curzon and Henry Phipps, origin of modern Indian agricultural research."
"ATT000109","Tara Sthan Mandir (Mahishi)","Saharsa","Bihar","Saharsa","Religious","Temple","Religious Tourism","Religious","None","State Protected","None","Not Ramsar","Saharsa District Administration","https://saharsa.nic.in/","Ancient Tantric Shakti Peetha dedicated to Goddess Ugratara, associated with scholar Mandan Mishra and Adi Shankara."
"ATT000110","Vidyapati Dham","Samastipur","Bihar","Samastipur","Cultural","Monument","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Samastipur District Administration","https://samastipur.nic.in/","Memorial temple complex dedicated to the celebrated 14th-century Maithili poet-saint Vidyapati."
"ATT000111","Tomb of Hasan Khan Suri","Sasaram","Bihar","Rohtas","Heritage","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1535 CE tomb of Sher Shah's father Hasan Suri, known as Sukha Rauza, early example of Sur architectural style."
"ATT000112","Tomb of Sher Shah Suri","Sasaram","Bihar","Rohtas","Heritage","Monument","Heritage Tourism","Architectural","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1545 CE red sandstone octagonal mausoleum of Emperor Sher Shah Suri standing 122 feet high inside an artificial square lake."
"ATT000113","Janki Mandir (Punaura Dham)","Sitamarhi","Bihar","Sitamarhi","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Bihar Tourism","https://tourism.bihar.gov.in/","Revered birthplace of Goddess Sita where King Janaka ploughed the field; sacred pond and grand shrine."
"ATT000114","Memorial of Dr. Rajendra Prasad (Ziradei)","Siwan","Bihar","Siwan","Cultural","Monument","Cultural Tourism","Historical","None","State Protected","None","Not Ramsar","Siwan District Administration","https://siwan.nic.in/","Ancestral home and national memorial of Dr. Rajendra Prasad, the first President of the Republic of India."
"ATT000115","Capitol Complex Chandigarh","Chandigarh","Chandigarh","Chandigarh","Heritage","Monument","Heritage Tourism","Architectural","World Heritage","Not ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/list/1321/","UNESCO World Heritage site designed by Le Corbusier comprising Secretariat, High Court, and Legislative Assembly."
"ATT000116","Government Museum and Art Gallery","Chandigarh","Chandigarh","Chandigarh","Cultural","Museum","Cultural Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Chandigarh Administration","https://chandigarhtourism.gov.in/","Premier museum designed by Le Corbusier housing Gandharan sculptures and Pahari miniature paintings."
"ATT000117","Rock Garden of Chandigarh","Chandigarh","Chandigarh","Chandigarh","Cultural","Garden","Urban Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Chandigarh Tourism","https://chandigarhtourism.gov.in/","Famed sculpture garden created by Nek Chand using industrial and home waste, major municipal landmark."
"ATT000118","Sukhna Lake","Chandigarh","Chandigarh","Chandigarh","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Chandigarh Tourism","https://chandigarhtourism.gov.in/","Picturesque 3 sq km artificial reservoir at the foothills of Shivalik Hills, premier recreational waterbody."
"ATT000119","Zakir Hussain Rose Garden","Chandigarh","Chandigarh","Chandigarh","Recreational","Garden","Urban Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Chandigarh Tourism","https://chandigarhtourism.gov.in/","Asia's largest botanical rose garden spread over 30 acres with over 50,000 rose bushes."
"ATT000120","Mahamaya Temple, Ambikapur","Ambikapur","Chhattisgarh","Surguja","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Surguja","https://surguja.gov.in/","Ancient temple of Goddess Mahamaya, after whom the city of Ambikapur was named, prominent pilgrimage centre of Surguja."
"ATT000121","Mainpat Hill Station and Tiger Point Falls","Ambikapur","Chhattisgarh","Surguja","Natural","Hill","Nature Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Chhattisgarh Tourism Board","https://www.chhattisgarhtourism.in/","Scenic plateau (1,152 m) known as 'Shimla of Chhattisgarh', home to Tibetan refugee settlements, Dhakpo Gompa, and waterfalls."
"ATT000122","Ramgarh Caves (Sitabengra and Jogimara)","Ambikapur","Chhattisgarh","Surguja","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","3rd-century BCE rock-cut caves considered the world's oldest surviving theatre amphitheatre, with Brahmi inscriptions and paintings, ASI protected."
"ATT000123","Deobalod Shiva Temple","Bhilai","Chhattisgarh","Durg","Historical","Temple","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","13th-century Kalachuri-era stone temple dedicated to Lord Shiva with stone carvings and sacred stepwell, ASI protected."
"ATT000124","Maitri Bagh (Friendship Park and Zoo)","Bhilai","Chhattisgarh","Durg","Recreational","Zoo","Urban Tourism","Cultural","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Central Zoo Authority","https://cza.nic.in/","111-acre Indo-Soviet friendship park and zoo featuring a scenic lake, musical musical fountains, and white tigers."
"ATT000125","Khutaghat Dam (Sanjay Gandhi Reservoir)","Bilaspur","Chhattisgarh","Bilaspur","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Chhattisgarh Tourism Board","https://www.chhattisgarhtourism.in/","Scenic dam reservoir on the Kharung River surrounded by forests and hillocks, popular eco-tourism getaway."
"ATT000126","Malhar Archaeological Complex","Bilaspur","Chhattisgarh","Bilaspur","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient city site dating to 1000 BCE with Pataleshwar Kedar temple, Didneshwari temple, and sculpture museum, ASI protected."
"ATT000127","Ratanpur Mahamaya Temple and Fort","Bilaspur","Chhattisgarh","Bilaspur","Historical","Temple","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Chhattisgarh Tourism Board","https://www.chhattisgarhtourism.in/","11th-century dual shrine of Mahakali and Mahalakshmi in the historic Kalachuri kingdom capital of Ratanpur."
