activity_id,activity_name,city_name,state_name,district_name,activity_category,activity_subcategory,tourism_type,experience_level,seasonality,activity_location,officially_recognized,source_name,source_url,evidence_notes,association_notes
ACT000060,Scuba Diving and Snorkeling,Panaji,Goa,North Goa,Adventure,Scuba Diving,Adventure Tourism,Beginner,Seasonal,Grande Island & Coral Reef Dives,Yes,Goa Tourism Development Corporation (GTDC) & PADI Dive Centers,https://goa-tourism.com/,"PADI and GTDC-licensed open-water boat dives and Discover Scuba programs exploring shipwrecks, hard corals, and tropical fish around Grande Island.",Boat charters depart from Panaji and Dona Paula jetties.
ACT000061,Fontainhas Latin Quarter Guided Heritage Walk,Panaji,Goa,North Goa,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Fontainhas & Sao Tome Historic Quarters,Yes,Goa Tourism & Corporation of the City of Panaji (CCP),https://goa-tourism.com/,"Pedestrian walking tour through Asia's only conserved Latin Quarter, characterized by Portuguese colonial villas, red tiled roofs, oyster shell windows, and art galleries.",Located directly in central Panaji.
ACT000062,Mandovi River Mangrove Kayaking & Bird Watching,Panaji,Goa,North Goa,Water,Kayaking,Eco Tourism,Beginner,Year-round,Dr. Salim Ali Bird Sanctuary (Chorao Island) & Nerul River,Yes,Goa Forest Department (Wildlife Wing),https://forest.goa.gov.in/,"Guided eco-kayaking through dense mangrove river canopies observing kingfishers, mudskippers, and smooth-coated otters.",Chorao Island is located across the river channel from Panaji.
ACT000063,UNESCO World Heritage City Heritage Walk,Ahmadabad,Gujarat,Ahmedabad,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Old City Pols (Kalupur Swaminarayan Temple to Jama Masjid),Yes,Ahmedabad Municipal Corporation (AMC) & Tourism Corporation of Gujarat (TCGL),https://www.gujarattourism.com/central-zone/ahmedabad.html,"Daily official morning walking tour through wooden-carved community pols, bird feeding towers (chabutras), underground water systems, and medieval mosques.",Conducted in the UNESCO-inscribed Walled City of Ahmedabad.
ACT000064,Sabarmati Riverfront Boating and Kayaking,Ahmadabad,Gujarat,Ahmedabad,Water,Boating,Leisure Tourism,Beginner,Year-round,Sabarmati Riverfront Water Sports Complex,Yes,Sabarmati Riverfront Development Corporation Limited (SRFDCL),https://sabarmatiriverfront.com/,"Regulated speedboating, motor boat rides, kayaking, and pedal boating on the developed riverfront promenade.",Located directly along the Sabarmati riverfront in central Ahmedabad.
ACT000065,Manek Chowk Night Street Food Walk,Ahmadabad,Gujarat,Ahmedabad,Cultural,Culinary Tour,Cultural Tourism,Beginner,Year-round,Manek Chowk Heritage Square,Yes,Tourism Corporation of Gujarat Limited (TCGL),https://www.gujarattourism.com/central-zone/ahmedabad.html,"Gastronomic tour of the historic square that transforms at night into an open-air food market serving Gwalior dosa, pav bhaji, kulfi, and chocolate sandwiches.",Located in the Walled City adjacent to Jama Masjid.
ACT000066,Narmada River Boat Cruise & Island Trail,Bharuch,Gujarat,Bharuch,Water,Boating,Leisure Tourism,Beginner,Year-round,Narmada Riverfront to Kabirwad Island,Yes,Gujarat Tourism & Bharuch District Administration,https://bharuch.nic.in/tourist-places/,"Motorboat river journeys on the sacred Narmada river to the riverine island of Kabirwad, home to a legendary 3-acre banyan tree grove.",Boat boarding point is 15 km upstream from Bharuch city.
ACT000067,Velavadar Blackbuck Wildlife Safari,Bhavnagar,Gujarat,Bhavnagar,Wildlife,Safari,Wildlife Tourism,Beginner,Winter,"Blackbuck National Park, Velavadar",Yes,Gujarat Forest Department,https://forests.gujarat.gov.in/,"Open jeep safari through expansive Bhal savanna grasslands tracking herds of Indian Blackbucks, striped hyenas, and endangered Indian wolves.",Located 45 km north of Bhavnagar city.
ACT000068,Palitana Shatrunjaya Holy Hill Pilgrimage Trek,Bhavnagar,Gujarat,Bhavnagar,Spiritual,Spiritual Walk,Spiritual Tourism,Advanced,Winter,"Shatrunjaya Hill (3,500 Steps Trail to 863 Marble Temples)",Yes,Anandji Kalyanji Trust & Gujarat Tourism,https://www.gujarattourism.com/saurashtra/bhavnagar/palitana.html,"World's largest temple complex atop a single sacred hill, featuring a 3,500-step barefoot pilgrimage climb to sacred Jain tirthankara shrines.","Palitana is the primary destination in Bhavnagar district, located 50 km from Bhavnagar city."
ACT000069,White Rann Desert Safari & Cultural Tent Experience,Bhuj,Gujarat,Kachchh,Cultural,Desert Safari,Cultural Tourism,All Levels,Winter,Great Rann of Kutch (Dhordo White Desert Tent City),Yes,Tourism Corporation of Gujarat Limited (TCGL) / Rann Utsav,https://www.gujarattourism.com/kutch-zone/kutch/white-rann.html,"Official camel cart and 4x4 safaris across the glistening salt desert plateau, full-moon night walks, and Kutchi folk musical performances during the annual Rann Utsav.","Bhuj serves as the district headquarters, transit gateway, and logistics hub for White Rann excursions (80 km north)."
ACT000070,Artisan Village Handloom & Block Print Craft Tour,Bhuj,Gujarat,Kachchh,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Bhujodi Weaving Village & Ajrakhpur Textile Cluster,Yes,Khamir Craft Resource Centre & Gujarat Tourism,https://www.gujarattourism.com/kutch-zone/kutch.html,"Hands-on artisan workshops experiencing GI-tagged Ajrakh natural dye block printing, Rogan art, and Kutchi wool and Kala cotton shawl weaving.",Located 10 to 15 km east of Bhuj city.
ACT000071,Scuba Diving and Island Marine Safari,Dwarka,Gujarat,Devbhumi Dwarka,Adventure,Scuba Diving,Adventure Tourism,Beginner,Seasonal,Bet Dwarka & Shivrajpur Beach (Blue Flag Beach),Yes,Tourism Corporation of Gujarat Limited (TCGL) & Scuba Gujarat,https://www.gujarattourism.com/saurashtra/devbhumi-dwarka/shivrajpur-beach.html,Certified scuba diving and snorkeling exploring shallow coral reefs and submerged ancient marine archaeological sites off Shivrajpur and Bet Dwarka.,Shivrajpur Beach is located 12 km north of Dwarka city.
ACT000072,Bet Dwarka Ferry Boat & Dolphin Spotting Cruise,Dwarka,Gujarat,Devbhumi Dwarka,Wildlife,Boat Safari,Eco Tourism,Beginner,Year-round,Okha Port to Bet Dwarka Marine Channel,Yes,Gujarat Maritime Board & Gujarat Tourism,https://www.gujarattourism.com/saurashtra/devbhumi-dwarka.html,Passenger ferry cruises across the Gulf of Kutch channel with regular sightings of Indo-Pacific humpback dolphins and marine sea turtles.,"Ferries depart from Okha port, 30 km north of Dwarka, linking the Dwarka pilgrimage circuit."
ACT000073,Dinosaur Fossil Park & Nature Safari Walk,Gandhinagar,Gujarat,Gandhinagar,Nature,Nature Walk,Eco Tourism,Beginner,Year-round,Indroda Dinosaur and Fossil Park (GEER Foundation),Yes,Gujarat Ecological Education and Research (GEER) Foundation,https://geerfoundation.gujarat.gov.in/,"Walking safari across India's Jurrasic Park featuring actual fossilized dinosaur eggs from Raiyoli, botanical garden trails, and a wilderness deer park.",Located on the banks of the Sabarmati river in Gandhinagar.
ACT000074,Marine National Park Coral Walk & Snorkeling,Jamnagar,Gujarat,Jamnagar,Nature,Nature Walk,Eco Tourism,Beginner,Winter,Narara Island & Pirotan Island (Marine National Park),Yes,Gujarat Forest Department (Marine National Park Directorate),https://forests.gujarat.gov.in/,"Unique low-tide walking reef safaris directly on exposed intertidal coral reefs observing live hard and soft corals, sea anemones, pufferfish, and octopuses.",Narara reef entrance is located 45 km west of Jamnagar city within the district.
ACT000075,Ramsar Wetland Bird Watching Safari,Jamnagar,Gujarat,Jamnagar,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Khijadiya Bird Sanctuary (Ramsar Site),Yes,Gujarat Forest Department,https://forests.gujarat.gov.in/,"Marked nature trails and observation watchtowers on a unique wetland combining freshwater and saltwater marshes, home to over 300 bird species.",Located 12 km northeast of Jamnagar city.
ACT000076,Asiatic Lion Wildlife Jeep Safari,Junagadh,Gujarat,Junagadh,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Gir National Park and Wildlife Sanctuary (Sasan Gir),Yes,Gujarat Forest Department (Wildlife Wing),https://girlion.gujarat.gov.in/,The only place on Earth to observe wild Asiatic Lions (Panthera leo leo) on regulated open-top Gypsy safaris operated through official online forestry permits.,"Junagadh is the primary historic and administrative gateway for Gir, located 55 km from the Sasan Gir sanctuary reception."
ACT000077,Girnar Mountain Ropeway & Pilgrimage Trek,Junagadh,Gujarat,Junagadh,Spiritual,Spiritual Walk,Spiritual Tourism,Moderate,Year-round,Mount Girnar (Bhavnath Taleti to Ambaji Temple),Yes,Usha Breco Limited & Gujarat Tourism,https://www.gujarattourism.com/saurashtra/junagadh/girnar-hill.html,"Asia's longest passenger temple ropeway (2.3 km) ascending the holy volcanic hill of Girnar, combined with a 9,999-step stone pilgrimage trek.",Base station at Bhavnath is located 4 km from Junagadh city center.
ACT000078,Marine Ferry Boat & Dolphin Spotting Tour,Okha,Gujarat,Devbhumi Dwarka,Water,Boating,Eco Tourism,Beginner,Year-round,Okha Jetty to Bet Dwarka Island,Yes,Gujarat Maritime Board,https://gmbports.org/,Passenger boat transit and marine eco-cruises navigating the coral-rich waters of the Gulf of Kutch.,Originates at the Okha port jetty terminal.
ACT000079,Rani Ki Vav UNESCO Stepwell Architectural Walk,Patan,Gujarat,Patan,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Rani Ki Vav (The Queen's Stepwell),Yes,Archaeological Survey of India (ASI) & UNESCO World Heritage,https://asi.nic.in/,Guided exploration descending 7 levels of 11th-century Maru-Gurjara subterranean stepwell architecture decorated with over 800 elaborate Hindu sculptures.,Located within Patan municipal boundaries.
ACT000080,Double Ikat Patola Weaving Master Workshop,Patan,Gujarat,Patan,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Patola House & Salvi Family Heritage Looms,Yes,Ministry of Textiles & Gujarat Tourism,https://www.gujarattourism.com/north-zone/patan.html,Master artisan demonstration of genuine double-ikat Patola weaving where warp and weft silk threads are dyed separately prior to weaving using natural vegetable dyes.,Located near Rani Ki Vav in Patan town.
ACT000081,Flamingo & Marine Bird Watching Walk,Porbandar,Gujarat,Porbandar,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Porbandar Bird Sanctuary & Subhash Nagar Estuary,Yes,Gujarat Forest Department,https://forests.gujarat.gov.in/,"Urban bird sanctuary trails viewing thousands of greater and lesser flamingos, pelicans, and avocets that roost right in the city lake.",Located inside Porbandar municipal limits.
ACT000082,Gandhian Heritage & Freedom Trail Walk,Porbandar,Gujarat,Porbandar,Cultural,Heritage Walk,Heritage Tourism,All Levels,Year-round,Kirti Mandir (Birthplace of Mahatma Gandhi) & Kasturba House,Yes,Kirti Mandir Memorial Trust & Gujarat Tourism,https://www.gujarattourism.com/saurashtra/porbandar.html,"Historical walking trail through the three-story ancestral haveli of Mahatma Gandhi, Kasturba's residence, and peace museum exhibits.",Located in the heart of Porbandar town.
ACT000083,Textile & Zari Handicraft Artisan Tour,Surat,Gujarat,Surat,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Ring Road Textile Markets & Traditional Zari Workshops,Yes,Surat Municipal Corporation (SMC) & Gujarat Tourism,https://www.gujarattourism.com/south-zone/surat.html,"Industrial and artisan studio visits observing centuries-old real silver and gold thread zari making, powerloom textile weaving, and diamond cutting centers.",Located within the commercial and craft quarters of Surat.
ACT000084,Somnath Beach Promenade Walk & Sound-Light Show,Veraval,Gujarat,Gir Somnath,Cultural,Cultural Tour,Spiritual Tourism,All Levels,Year-round,Shree Somnath Jyotirlinga Temple Complex & Coastal Walkway,Yes,Shree Somnath Trust & Gujarat Tourism,https://somnath.org/,"Nightly multi-lingual sound and light show narrated by Amitabh Bachchan across the temple facade overlooking the Arabian Sea, accompanied by coastal walkway strolls.",Somnath is located 5 km from Veraval municipal center in the twin-city urban complex.
ACT000085,Sukhna Lake Boating & Promenade Walk,Chandigarh,Haryana,Panchkula,Water,Boating,Leisure Tourism,Beginner,Year-round,Sukhna Lake & Panchkula Inter-State Promenade,Yes,Haryana Tourism & Chandigarh Administration,https://haryanatourism.gov.in/,Boating and leisure promenade walks accessible from the contiguous tri-city urban zone.,Chandigarh (Haryana entry) corresponds to the Panchkula-Chandigarh urban boundary.
ACT000086,International Crafts Mela Artisan Cultural Experience,Faridabad,Haryana,Faridabad,Cultural,Handicraft Experience,Cultural Tourism,All Levels,Winter,Surajkund Mela Grounds,Yes,Surajkund Mela Authority & Haryana Tourism,https://haryanatourism.gov.in/event/surajkund-international-crafts-mela/,"World's largest crafts fair showcasing master craftspersons, folk music, traditional handlooms, and cultural troupes from across India and over 40 partner nations.","Located at Surajkund in Faridabad, 8 km from South Delhi."
ACT000087,Wetland Bird Watching Safari & Nature Walk,Gurugram,Haryana,Gurugram,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Sultanpur National Park (Ramsar Site),Yes,Haryana Forests and Wildlife Department,https://haryanaforest.gov.in/,Designated walking trails and four observation hide towers watching over 250 species of winter migratory birds from Siberia and Central Asia.,Located 15 km from Gurugram city center on the Farrukhnagar road.
ACT000088,Lake Boating & Adventure Camping,Gurugram,Haryana,Gurugram,Adventure,Camping,Adventure Tourism,Beginner,Winter,Damdama Lake & Aravalli Adventure Zone,Yes,Haryana Tourism Corporation,https://haryanatourism.gov.in/destination/damdama-lake/,"Row boating, paddle boating, rock climbing, obstacle courses, and night camping on the banks of natural rain-fed Damdama lake.",Located 20 km south of Gurugram nestled against the Aravalli hills.
ACT000089,Aravalli Biodiversity Nature Trek & Cycling,Gurugram,Haryana,Gurugram,Nature,Cycling,Eco Tourism,Moderate,Year-round,Aravalli Biodiversity Park (OECM Site),Yes,Municipal Corporation of Gurugram (MCG) & iamgurgaon,https://gurugram.gov.in/,"Walking, jogging, and off-road cycling trails across a restored 380-acre native forest reserve recognized as India's first OECM site.",Located within Gurugram municipal limits at Guru Dronacharya metro station.
ACT000090,Firoz Shah Palace Archaeological Walk,Hisar,Haryana,Hisar,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Firoz Shah Palace Complex & Gujari Mahal,Yes,Archaeological Survey of India (ASI),https://asihs.nic.in/,"Historical walk through 14th-century Tughlaq architecture, subterranean grain stores, Ashokan pillar, and Gujari Mahal palace.",Located in the historic center of Hisar city.
ACT000091,Karna Lake Boating & Leisure Walk,Karnal,Haryana,Karnal,Water,Boating,Leisure Tourism,Beginner,Year-round,Karna Lake Tourist Complex,Yes,Haryana Tourism Corporation,https://haryanatourism.gov.in/destination/karna-lake/,Paddle boating and landscaped garden trails developed by Haryana Tourism around the legendary water body of Raja Karna.,Located right along NH-44 on the northern approach to Karnal city.
ACT000092,Sacred Sarovar Parikrama & Holy Dip,Kurukshetra,Haryana,Kurukshetra,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Brahma Sarovar & Sannihit Sarovar,Yes,Kurukshetra Development Board (KDB) & Haryana Tourism,https://kurukshetra.gov.in/tourist-place/brahma-sarovar/,"Spiritual circumambulation along the 1.8-km stepped water reservoir where millions gather during solar eclipses, accompanied by evening Maha Aarti.",Located centrally in Thanesar / Kurukshetra city.
ACT000093,Mahabharata Sound & Light Show Experience,Kurukshetra,Haryana,Kurukshetra,Cultural,Cultural Tour,Heritage Tourism,All Levels,Year-round,Jyotisar Teerth (Birthplace of Bhagavad Gita),Yes,Haryana Tourism & Kurukshetra Development Board,https://haryanatourism.gov.in/destination/jyotisar/,State-of-the-art multimedia sound and laser show narrating the teachings of the Bhagavad Gita beside the sacred banyan tree.,Located 10 km west of Kurukshetra city center.
