cultural_id,cultural_asset_name,city_name,state_name,district_name,cultural_category,cultural_subcategory,tourism_type,cultural_significance,recognition_status,unesco_ich_status,gi_status,official_recognition,source_name,source_url,evidence_notes,association_notes
CULT_0053,Syrian Christian Traditional Cuisine and Bread Craft,Kottayam,Kerala,Kottayam,Cuisine/Food Heritage,Traditional Community Cuisine,Culinary Tourism,"Distinctive culinary heritage blending St. Thomas Christian traditions with native spices, featuring fermented Appam, coconut-milk Stew, Duck Mappas, and beef roast.",State,Not Listed,Not GI Registered,Yes,Kerala Tourism,https://www.keralatourism.org/,Documented in Kerala state culinary culture publications.,Deeply entrenched in the cultural life of Kottayam.
CULT_0054,Kozhikodan Halwa and Malabar Culinary Heritage,Kozhikode,Kerala,Kozhikode,Cuisine/Food Heritage,Traditional Sweet Confectionery & Biryani,Culinary Tourism,Rich multi-cultural food traditions along historic Sweet Meat Street (S.M. Street) featuring coconut-oil cooked wheat halwa and fragrant Khaima rice Malabar Biryani.,UNESCO,Not Listed,Not GI Registered,Yes,UNESCO Creative Cities Network / Kerala Tourism,https://www.keralatourism.org/,Designated as a UNESCO Creative City of Literature (2023) celebrating literary and cultural traditions.,Directly located in Kozhikode (Calicut) city.
CULT_0055,Mattancherry Kerala Mural Paintings Tradition,Mattancheri,Kerala,Ernakulam,Traditional Art,Mineral and Vegetable Pigment Frescoes,Heritage Tourism,16th-17th century classical wall mural art executed at the Mattancherry Dutch Palace using the Panchavarna natural palette depicting Ramayana and Krishna Leela narrative scenes.,National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India,https://asi.nic.in/,Centrally protected monument preserving prime examples of Kerala mural paintings.,Directly housed inside the Mattancherry Palace.
CULT_0056,Palakkad Maddalam Percussion Craft,Palakkad,Kerala,Palakkad,Handicraft,Classical Percussion Instrument Making,Arts & Crafts Tourism,"Hereditary artisan craft carving barrel-shaped wooden bodies from jackfruit logs, stretched with ox leather membranes and tuning paste for Panchavadyam and Kathakali recitals.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/373,Registered under GI Application No. 373 as Palakkad Maddalam.,Crafted in Peruvemba village on the outskirts of Palakkad city.
CULT_0057,Thalassery Biryani and Malabar Bakery Heritage,Thalassery,Kerala,Kannur,Cuisine/Food Heritage,Baking and Rice Dish Culinary Heritage,Culinary Tourism,"Pioneering Indian baking heritage where Mambally Bapu baked India's first Christmas cake in 1883, alongside Thalassery Dum Biryani made with Jeerakasala rice and native spices.",State,Not Listed,Not GI Registered,Yes,Kerala Tourism,https://www.keralatourism.org/,Documented in Kerala State tourism culinary heritage archives.,Directly located in the historic port town of Thalassery.
CULT_0058,Balaramapuram Traditional Fine Cotton Sarees and Fabrics,Thiruvananthapuram,Kerala,Thiruvananthapuram,Handloom/Textile,Pit-loom Fine Cotton Weaving with Pure Zari,Arts & Crafts Tourism,"200-year-old pit loom weaving tradition started during Maharaja Balarama Varma, renowned for fine count unbleached cotton (Kora) with identical jacquard zari patterns on both sides.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/145,Registered under GI Application No. 145 as Balaramapuram Sarees and Fine Cotton Fabrics.,Centered in Balaramapuram in the Thiruvananthapuram metropolitan region.
CULT_0059,Kutiyattam Sanskrit Theatre,Thrissur,Kerala,Thrissur,Theatre/Performance,Classical Sanskrit Temple Theatre,Cultural Tourism,"India's oldest living theatrical tradition, performed inside temple theatres (Koothambalams) using elaborate facial gesture language (Netrabhinaya) and Mizhavu drum percussion.",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/kutiyattam-sanskrit-theatre-00010,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (originally proclaimed 2001).,"Living institutional centre at Kerala Kalamandalam (Cheruthuruthy, Thrissur district) and Koothambalams."
CULT_0060,Mudiyettu Ritual Theatre and Dance Drama of Kerala,Thrissur,Kerala,Thrissur,Theatre/Performance,Ritual Kali Dance-Drama,Cultural Tourism,"Enactment of the mythological duel between goddess Kali and demon Darika, preceded by Kalamezhuthu floor art drawn with five natural powders inside temple courtyards.",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/mudiyettu-ritual-theatre-and-dance-drama-of-kerala-00345,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2010).,Practiced in Bhagavati temples across Thrissur and Ernakulam districts.
CULT_0061,Arcot Makkan Peda Traditional Confectionery,Arcot,Tamil Nadu,Ranipet,Cuisine/Food Heritage,Nawabi Confectionery Heritage,Culinary Tourism,"Rich milk-curd sweet stuffed with dry fruits and nuts soaked in cardamom-scented sugar syrup, invented during the Carnatic Nawabs era in the 1850s.",State,Not Listed,Not GI Registered,Yes,Tamil Nadu Tourism Development Corporation,https://www.tamilnadutourism.tn.gov.in/,Documented in Tamil Nadu tourism traditional culinary heritage listings.,Directly originated and prepared in Arcot town.
CULT_0062,Chengalpattu Traditional Terracotta and Temple Pottery,Chengalpattu,Tamil Nadu,Chengalpattu,Handicraft,Clay Pottery and Terracotta Shrines,Rural Tourism,"Living village potter tradition creating terracotta lamps, temple votive offerings, and Ayyanar horses using clay from local irrigation tanks.",Institutional,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Documented craft cluster in Tamil Nadu handicraft surveys.,Practiced by potters in Chengalpattu district.
CULT_0063,Madras Carnatic Music and Bharatanatyam Margam Tradition,Chennai,Tamil Nadu,Chennai,Music,Classical Carnatic Concert & Dance System,Cultural Tourism,"Global hub of South Indian classical arts hosting the century-old 'December Music Season', preserving the Trinity of Carnatic Music and structured Bharatanatyam Margam recitals.",UNESCO,Not Listed,Not GI Registered,Yes,UNESCO Creative Cities Network / Sangeet Natak Akademi,https://en.unesco.org/creative-cities/chennai,Designated as a UNESCO Creative City of Music (2017).,"Anchored in sabhas (Music Academy, Kalakshetra) across Chennai."
CULT_0064,Nataraja Ananda Tandava Dance Tradition and Chidambaram Architecture,Chidambaram,Tamil Nadu,Cuddalore,Dance,Sacred Classical Dance Sculpture & Temple Architecture,Cultural Tourism,"Spiritual epicenter of Bharatanatyam where the four soaring temple Gopurams are carved with all 108 Karanas (fundamental dance poses) of the Natya Shastra, and host the Natyanjali festival.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Ministry of Culture,https://asi.nic.in/,Nationally renowned temple complex managed under Hindu Religious and Charitable Endowments.,Directly located at the Thillai Nataraja Temple in Chidambaram.
CULT_0065,Coimbatore Wet Grinder Engineering and Craftsmanship,Coimbatore,Tamil Nadu,Coimbatore,Traditional Product,Indigenous Kitchen Appliance Engineering,Cultural Tourism,Indigenous engineering innovation using granite stones and motor drives to recreate traditional stone batter-grinding essential for South Indian idli and dosa fermentation.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/31,Registered under GI Application No. 31 as Coimbatore Wet Grinder.,Engineered and manufactured across Coimbatore industrial artisan units.
CULT_0066,Cuddalore Cashew Roasting and Coastal Seafood Culture,Cuddalore,Tamil Nadu,Cuddalore,Cuisine/Food Heritage,Coastal Agrarian Cuisine,Culinary Tourism,Traditional wood-roasting of Panruti cashews and Coromandel coastal fish curries prepared in earthen pots with native tamarind and vadagam spices.,Institutional,Not Listed,Not GI Registered,Yes,Tamil Nadu Tourism Development Corporation,https://www.tamilnadutourism.tn.gov.in/,Documented in coastal cultural heritage and horticulture profiles.,Centered in Cuddalore port and surrounding Panruti groves.
CULT_0067,Dharmapuri Terracotta Clay Pottery and Votive Craft,Dharmapuri,Tamil Nadu,Dharmapuri,Handicraft,Votive Terracotta Figures,Rural Tourism,"Centuries-old folk craft of creating large clay horse figurines, grain storage urns, and domestic cookware for rural festivals.",Institutional,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Documented rural handicraft cluster in Dharmapuri district.,Practiced by rural potters around Dharmapuri.
CULT_0068,Dindigul Locks Artisanal Metal Craft,Dindigul,Tamil Nadu,Dindigul,Handicraft,Handmade Lock Craftsmanship,Arts & Crafts Tourism,"Over 150-year-old metalcraft heritage producing hand-cut, tamper-proof brass and iron locks, padlocks, and safe locks with intricate key mechanisms, earning Dindigul the title 'Lock City'.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/400,Registered under GI Application No. 400 as Dindigul Locks.,Fabricated by artisan guilds in Dindigul town.
CULT_0069,Bhavani Jamakkalam Carpet Weaving Tradition,Erode,Tamil Nadu,Erode,Handloom/Textile,Coarse Cotton Dhurrie Weaving,Arts & Crafts Tourism,"19th-century pit loom weaving heritage producing vibrant, thick cotton floor rugs and blankets (Jamakkalam) with contrasting border stripes.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/17,Registered under GI Application No. 17 as Bhavani Jamakkalam.,Centered at Bhavani in the Erode district weaving cluster.
CULT_0070,Kanchipuram Traditional Silk Saree Weaving,Kanchipuram,Tamil Nadu,Kanchipuram,Handloom/Textile,Pure Mulberry Silk & Heavy Gold Zari Weaving,Arts & Crafts Tourism,"Over 400-year-old weaving tradition where body and border are woven separately and joined with interlocking weave (Korvai), incorporating temple motifs like Mayil (peacock) and Gopuram.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/16,Registered under GI Application No. 16 as Kancheepuram Silk.,Practiced by thousands of weaver families in Kanchipuram town.
CULT_0071,Kanyakumari Matti Banana Cultivation and Heritage,Kanniyakumari,Tamil Nadu,Kanniyakumari,Traditional Product,Indigenous Horticultural Heritage,Cultural Tourism,"Rare sweet-smelling, crocodile-mouth shaped banana variety historically used as baby food and temple offerings due to its unique medicinal and digestive qualities.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/712,Registered under GI Application No. 712 as Matti Banana of Kanyakumari.,Endemic to the microclimate of Kanniyakumari district.
CULT_0072,Kodaikanal Handmade Chocolate and Eucalyptus Distillation Craft,Kodaikanal,Tamil Nadu,Dindigul,Cuisine/Food Heritage,Hill Station Artisanal Confectionery,Culinary Tourism,Colonial-era artisan chocolate tempering and steam distillation of medicinal eucalyptus oil developed in the Palani Hills.,State,Not Listed,Not GI Registered,Yes,Tamil Nadu Tourism Development Corporation,https://www.tamilnadutourism.tn.gov.in/,Documented in state hill-tourism cultural documentation.,Practiced by cottage chocolatiers and distilleries in Kodaikanal.
CULT_0073,Swamimalai Bronze Icons Casting Craft,Kumbakonam,Tamil Nadu,Thanjavur,Handicraft,Lost-Wax Bronze Sculpture,Arts & Crafts Tourism,Ancient Chola lost-wax casting technique (Cire Perdue) practiced by the Sthapatis according to strict iconometric canons of Shilpa Shastras to cast Hindu deities.,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/37,Registered under GI Application No. 37 as Swamimalai Bronze Icons.,Located at Swamimalai on the outskirts of Kumbakonam.
CULT_0074,Madurai Sungudi Traditional Tie-and-Dye Saree Craft,Madurai,Tamil Nadu,Madurai,Handloom/Textile,Tie-and-Dye Cotton Weaving,Arts & Crafts Tourism,"Over 400-year-old craft brought by the Saurashtra community patronized by Nayak kings, characterized by micro tie-and-dye circular dot patterns (Sungudi) on fine cotton with bright zari borders.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/28,Registered under GI Application No. 28 as Madurai Sungudi.,Practiced in the weaver quarters of Madurai city.
CULT_0075,Madurai Malli Jasmine Fragrance and Garland Heritage,Madurai,Tamil Nadu,Madurai,Traditional Product,Floral Garland and Fragrance Heritage,Cultural Tourism,"Revered Arabian Jasmine with thick petals and lingering heady aroma, woven into intricate garlands (Urundai Kattu) for temple rituals and bridal adornment.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/197,Registered under GI Application No. 197 as Madurai Malli.,Centered around the flower markets of Madurai.
CULT_0076,Mahabalipuram Stone Sculpture and Relief Carving,Mamallapuram,Tamil Nadu,Chengalpattu,Handicraft,Granite Stone Carving and Sculpture,Arts & Crafts Tourism,"7th-8th century Pallava rock relief tradition (Descent of the Ganges, Shore Temple) preserved by living traditional stone sculptors trained in granite and soapstone carving.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/220,Registered under GI Application No. 220 as Mahabalipuram Stone Sculpture; UNESCO World Heritage Site.,Practiced in traditional sculptor workshops across Mamallapuram.
