destination_id,name,state,district,latitude,longitude,category,description,activities,best_season,average_budget,recommended_days,family_score,solo_score,couple_score,adventure_score,nature_score,heritage_score,religious_score,nightlife_score,accessibility_score,popularity_score,rating,review_count
56,Lambasingi,Andhra Pradesh,Andhra Pradesh,17.81818,82.49272,attraction,"Lambasingi, nestled in the Western Ghats, is a quaint hill station in the Vizag district of Andhra Pradesh. Known as the 'Kashmir of Andhra Pradesh' due to its misty weather, Lambasingi offers a unique trekking experience amidst rolling hills, lush coffee plantations, and picturesque scenery. The destination is a must-visit for nature lovers, adventure seekers, and those looking to escape the chaos of city life.","Trekking & Adventure, Nature Walks & Photography, Temple Visit & Spiritual Darshan, Local Food & Night Markets",Oct-Feb,1182.77,1,8.4,10.0,7.0,8.5,9.0,4.5,9.5,8.0,6.2,0.709,3.9,1275
57,Maredumilli,Andhra Pradesh,Andhra Pradesh,17.5989,81.7121,attraction,"Tucked away in the Eastern Ghats, Maredumilli is a lesser-known gem in Andhra Pradesh that beckons adventure-seekers and nature lovers alike. This picturesque trekking destination is home to lush forests, rolling hills, and an array of wildlife. With its moderate climate and stunning scenery, Maredumilli offers a unique opportunity for trekking enthusiasts to explore the untamed beauty of the Indian wilderness.","Trekking & Adventure, Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1876.58,4,8.2,9.9,3.5,8.5,9.0,4.4,9.5,3.4,6.4,1.0,4.7,8140
58,Papikondalu Hills & Godavari River Cruise,Andhra Pradesh,Andhra Pradesh,17.55,81.52,attraction,"A magnificent scenic gorge where the sacred Godavari River narrows to just a few hundred meters as it carves through towering green hills of the Eastern Ghats, famous for full-day passenger cruise boat journeys from Rajahmundry/Polavaram.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,2840.2,3,8.0,8.8,8.5,3.5,9.0,2.4,9.5,2.1,7.1,1.0,4.7,11037
59,Horsley Hills,Andhra Pradesh,Andhra Pradesh,13.65087,78.39653,attraction,"Horsley Hills is a picturesque hill station nestled in the eastern part of Andhra Pradesh, approximately 260 kilometers from the state capital, Amaravati. This enchanting destination offers a unique blend of natural beauty, tranquility, and excitement, making it an ideal getaway for nature lovers and adventure seekers. With its lush green forests, rolling hills, and scenic valleys, Horsley Hills provides an idyllic setting for relaxation, exploration, and rejuvenation. The region's rich biodiversity is home to a variety of flora and fauna, including rare species of trees, birds, and animals. Visitors can indulge in a range of activities, such as nature walks, bird watching, and photography, making the most of their vacation in this breathtaking hill station.","Trekking & Adventure, Nature Walks & Photography",Oct-Feb,1528.23,4,8.8,9.9,8.5,8.5,9.0,3.2,2.7,0.9,4.1,0.986,4.3,2224
60,Coringa Wildlife Sanctuary,Andhra Pradesh,Andhra Pradesh,16.83139,82.33667,attraction,"Located on the scenic banks of the Godavari River, Coringa Wildlife Sanctuary in Andhra Pradesh is an idyllic retreat for nature enthusiasts. Spanning over 235 square kilometers, this majestic protected area is home to an incredible array of wildlife, including the majestic spotted deer, sleek black buck, and vibrant resident bird species. The sanctuary is also known for its diverse flora, with a mix of deciduous and evergreen forests, making it a haven for nature walks, bird watching, and scenic photography opportunities. Visitors can embark on guided nature walks, trekking expeditions, or opt for a relaxing stay amidst the lush green surroundings, immersing themselves in the tranquility of the wilderness.","Trekking & Adventure, Nature Walks & Photography",Oct-Feb,1857.19,3,7.4,9.3,8.5,8.5,9.0,3.8,1.6,1.6,6.4,0.429,3.9,156
61,Hope Island,Andhra Pradesh,Andhra Pradesh,16.92362,82.36267,attraction,"Hope Island, situated off the coast of Andhra Pradesh, is an idyllic beach destination known for its stunning coral reefs and mangrove forests. The island's picturesque landscape of palm-fringed shores and clear blue waters makes it a perfect getaway for beach lovers, offering opportunities for various activities such as swimming, sunbathing, and scenic boat rides. Home to the beautiful Hope Island Beach, this gem in the Bay of Bengal is a haven for tourists and nature enthusiasts alike.",Nature Walks & Photography,Oct-Feb,1349.14,2,8.5,8.7,8.5,4.6,9.0,2.4,2.5,2.4,7.4,0.694,4.1,1135
62,Orvakal Rock Garden,Andhra Pradesh,Andhra Pradesh,15.69184,78.15177,attraction,"Nestled amidst the majestic Kurnool limestone hills, the Orvakal Rock Garden offers an unparalleled trekking experience for nature enthusiasts and adventure seekers. The 3km stretch of rocky terrain features a variety of flora and fauna, providing an immersive experience in the heart of Andhra Pradesh's natural beauty. With its rich history, Orvakal Rock Garden stands as a testament to the region's pre-historic past, showcasing cave paintings and fossils of marine animals and reptiles that date back to the Jurassic period. Visitors can explore the scenic beauty, engage in bird watching, or try their hand at rock climbing and camping under the stars.","Trekking & Adventure, Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2129.33,1,8.5,9.6,8.5,8.5,9.0,9.5,3.8,1.9,7.9,1.0,4.6,5420
63,Belum Caves,Andhra Pradesh,Andhra Pradesh,15.102778,78.111667,attraction,"Formed over tens of thousands of years by the subterranean flow of the Chitravati River, the second largest and longest cave system in the Indian subcontinent, descending to depths of 150 feet (Pataalaganga) with caverns, stalactites, stalagmites, and Buddhist relics.",Sightseeing & Cultural Discovery,Oct-Feb,1489.67,2,8.1,6.2,3.6,3.5,3.0,1.3,1.4,2.4,4.7,1.0,4.9,18377
64,Mallikarjuna Swamy Temple Srisailam,Andhra Pradesh,Andhra Pradesh,16.074444,78.868333,attraction,"Perched on a flat top of the Nallamala hills on the south bank of the Krishna River, one of only three sacred shrines in India that is simultaneously a holy Shiva Jyotirlinga and an ancient Shakti Peetha (Bhramaramba Devi).","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1283.93,4,8.9,7.8,3.8,2.9,9.0,9.5,9.5,0.6,4.7,1.0,4.8,8239
65,Nallamala Forest (Nagarjunsagar-Srisailam Tiger Reserve),Andhra Pradesh,Andhra Pradesh,15.994738,78.515367,attraction,"Spanning over 3,500 square kilometers across the rugged Nallamala Hills of the Eastern Ghats, India's largest tiger reserve protecting dense dry deciduous forests, leopards, Bengal tigers, and Chenchu tribal hamlets.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1190.03,1,8.6,7.4,4.5,1.4,9.0,1.5,9.5,2.0,6.8,1.0,4.9,21584
66,Srisailam Dam and Reservoir,Andhra Pradesh,Andhra Pradesh,16.087678,78.900071,attraction,"A massive 512-meter long and 145-meter high gravity dam constructed across the deep rocky gorge of the Krishna River, forming India's second largest capacity hydroelectric reservoir.",Local Food & Night Markets,Oct-Feb,855.04,3,8.0,6.2,6.2,3.5,2.3,4.5,3.8,8.0,7.0,1.0,4.9,10802
67,Kondapalli Fort,Andhra Pradesh,Andhra Pradesh,16.62505,80.53052,attraction,"Located amidst lush green forests and verdant hills, Kondapalli Fort has stood the test of time since its construction in the 13th century. This ancient fort has witnessed numerous battles and has been ruled by various dynasties, making it a rich and intriguing piece of Indian history. With its stunning architecture and scenic surroundings, Kondapalli Fort is a haven for nature lovers and history buffs alike. As you walk through the intricately carved gates and explore the crumbling walls, you'll be transported to an era of opulence and grandeur. With its serene ambiance, Kondapalli Fort offers the perfect blend of culture, history, and adventure.","Trekking & Adventure, Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2716.66,1,8.3,10.0,8.5,8.5,9.0,9.5,2.1,1.6,5.9,0.959,4.4,2077
68,Kanaka Durga Temple Vijayawada,Andhra Pradesh,Andhra Pradesh,16.516667,80.616667,attraction,"Perched atop the Indrakeeladri hill overlooking the sacred Krishna River and Prakasham Barrage, an ancient self-manifested (Swayambhu) temple of Goddess Kanaka Durga in her eight-armed golden fierce form as Mahishasuramardini.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1846.46,1,9.0,8.6,5.0,2.0,9.0,9.5,9.5,2.1,4.4,1.0,4.9,11962
69,Lepakshi Veerabhadra Temple & Hanging Pillar,Andhra Pradesh,Andhra Pradesh,13.804167,77.608056,attraction,"Constructed in 1530 CE by Virupanna Nayaka atop the Kurma Saila (tortoise-shaped hill), an architectural masterpiece renowned for its mysterious Hanging Pillar that does not touch the ground, Asia's largest single-stone monolithic Nandi bull, and ceiling frescoes.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Mar,1426.38,2,8.4,7.3,4.3,2.0,9.0,2.1,9.5,1.1,5.3,1.0,4.7,17092
70,Talakona Waterfall,Andhra Pradesh,Andhra Pradesh,13.81166,79.21578,attraction,"Talakona Waterfall, located in the dense forests of the Eastern Ghats of Andhra Pradesh, is a breathtaking spectacle that never fails to mesmerize its visitors. The waterfall stands at an impressive height of 270 feet, plummeting into a serene pool below. As a haven for nature lovers and adventure seekers alike, Talakona Waterfall offers an unforgettable experience, surrounded by lush green forests, verdant meadows, and diverse wildlife.","Trekking & Adventure, Nature Walks & Photography, Temple Visit & Spiritual Darshan",Jul-Oct,967.67,4,8.5,10.0,5.0,8.5,9.0,3.4,9.5,0.8,6.1,1.0,4.2,2862
71,INS Kursura Submarine Museum Visakhapatnam,Andhra Pradesh,Andhra Pradesh,17.716667,83.333333,attraction,"A decommissioned Soviet-built Kalvari-class diesel-electric submarine that played a decisive role in the 1971 Indo-Pak war, preserved directly on the sands of RK Beach, recognized as South Asia's first submarine museum.",Sightseeing & Cultural Discovery,Oct-Mar,3843.16,3,8.9,6.4,8.5,2.7,2.5,2.1,2.1,1.6,7.9,1.0,4.9,20142
72,Kailasagiri Hill Park Visakhapatnam,Andhra Pradesh,Andhra Pradesh,17.75,83.34,attraction,"Sprawling across 380 acres atop a 360-foot hill overlooking the Bay of Bengal, an iconic urban park featuring monumental 40-foot white statues of Lord Shiva and Goddess Parvati, a circular toy train, floral clock, and a passenger aerial ropeway ascending from the coast.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1648.08,1,8.2,7.4,3.7,1.4,9.0,9.5,1.5,1.4,4.7,1.0,4.7,6206
73,Rushikonda Beach Visakhapatnam,Andhra Pradesh,Andhra Pradesh,17.781667,83.385556,attraction,"Known as the 'Jewel of the East Coast', an internationally recognized Blue Flag certified beach nestled between green Eastern Ghats hills and the Bay of Bengal, famous for golden sands, swimming, windsurfing, and scuba diving.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,2055.47,1,9.1,7.8,8.5,3.1,9.0,2.6,9.5,1.7,7.9,1.0,4.5,25061
74,Simhachalam Varaha Narasimha Temple,Andhra Pradesh,Andhra Pradesh,17.766667,83.25,attraction,"Perched atop the Simhachalam hill range 800 feet above sea level, an ancient temple combining Orissan Kalinga and Chola architectural styles, enshrining Lord Narasimha in his combined boar and lion avatar, perpetually covered in a thick layer of sandalwood paste (Chandan).","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,2011.71,3,8.2,8.3,6.7,2.0,9.0,9.5,9.5,2.2,6.3,1.0,4.9,14334
75,Gandikota Fort (Grand Canyon of India),Andhra Pradesh,Andhra Pradesh,14.814444,78.286667,attraction,"Celebrated worldwide as the 'Grand Canyon of India', a breathtaking 300-foot deep canyon carved through Erramala hills by the Pennar River, crowned by the formidable 13th-century sandstone Gandikota Fort, Raghunatha Temple, and Jama Masjid.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,2983.94,3,8.3,7.8,5.0,1.7,9.0,9.5,9.5,1.2,4.5,1.0,4.8,13052
76,Tirumala Tirupati Temple,Andhra Pradesh,Andhra Pradesh,13.533,79.2643,attraction,"Tirumala Tirupati Temple is a premier temple destination in Tirupati, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Religious), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1654.87,2,8.7,6.6,3.2,3.3,2.6,9.5,9.5,1.5,4.5,1.0,4.9,20027
77,Srisailam Mallikarjuna Temple,Andhra Pradesh,Andhra Pradesh,15.3163,80.62,attraction,"Srisailam Mallikarjuna Temple is a premier temple destination in Srisailam, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Religious), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,888.72,5,8.3,7.3,6.0,2.3,5.2,9.5,9.5,2.3,5.9,1.0,4.9,5410
78,RK Beach,Andhra Pradesh,Andhra Pradesh,17.5865,83.2257,attraction,"RK Beach is a premier beach destination in Visakhapatnam, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Beach), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.",Heritage Exploration & Guided Tours,Oct-Feb,1376.58,2,8.1,8.1,8.5,4.7,5.3,9.5,3.9,3.3,4.7,1.0,4.9,24538
79,Amaravati,Andhra Pradesh,Andhra Pradesh,15.3673,80.689,attraction,"Amaravati is a premier heritage destination in Guntur, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Heritage/Religious), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.",Heritage Exploration & Guided Tours,Oct-Feb,893.09,3,9.0,6.9,3.7,3.3,5.4,9.5,1.4,1.0,7.3,1.0,4.7,7583
80,Gandikota Canyon,Andhra Pradesh,Andhra Pradesh,15.3928,80.5735,attraction,"Gandikota Canyon is a premier heritage destination in Kadapa, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Nature), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1731.28,2,8.4,8.6,4.8,2.4,9.0,9.5,3.6,1.6,5.9,0.794,4.7,1294
81,Undavalli Caves,Andhra Pradesh,Andhra Pradesh,15.2683,80.608,attraction,"Undavalli Caves is a premier cave destination in Guntur, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Heritage/Caves), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.",Heritage Exploration & Guided Tours,Oct-Feb,1221.93,3,8.1,6.6,6.6,3.0,2.9,9.5,3.7,2.4,4.5,0.631,4.3,806
82,Nagarjunakonda,Andhra Pradesh,Andhra Pradesh,15.2938,80.6425,attraction,"Nagarjunakonda is a premier heritage destination in Palnadu, Andhra Pradesh. Renowned as a prominent landmark in regional tourism (Heritage), it welcomes visitors seeking authentic cultural immersion, picturesque vistas, and rich historic heritage.",Heritage Exploration & Guided Tours,Oct-Feb,2115.76,3,8.7,6.3,6.6,2.3,2.6,9.5,3.4,2.9,4.6,1.0,4.7,9276
